,open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
15,2021-11-11 19:01:00,2.084,2.086,2.084,2.085,33479.5,2021-11-11 19:01:59.999000064,69786.8873,197.0,13179.3,27480.955,0
16,2021-11-11 19:02:00,2.086,2.089,2.085,2.088,52703.2,2021-11-11 19:02:59.999000064,110007.923,188.0,45397.4,94758.6061,0
17,2021-11-11 19:03:00,2.088,2.09,2.087,2.088,50794.9,2021-11-11 19:03:59.999000064,106092.0334,179.0,32274.7,67418.5149,0
18,2021-11-11 19:04:00,2.089,2.09,2.088,2.09,35446.8,2021-11-11 19:04:59.999000064,74028.8759,168.0,14435.9,30156.632,0
19,2021-11-11 19:05:00,2.089,2.09,2.088,2.088,19958.2,2021-11-11 19:05:59.999000064,41698.6886,170.0,7482.5,15637.5802,0
20,2021-11-11 19:06:00,2.089,2.089,2.086,2.087,29907.6,2021-11-11 19:06:59.999000064,62437.6826,136.0,11525.0,24062.4534,0
21,2021-11-11 19:07:00,2.087,2.089,2.086,2.088,39135.5,2021-11-11 19:07:59.999000064,81688.6057,161.0,15025.6,31367.6554,0
22,2021-11-11 19:08:00,2.088,2.091,2.087,2.091,55324.6,2021-11-11 19:08:59.999000064,115586.8365,153.0,34205.5,71489.4884,0
23,2021-11-11 19:09:00,2.091,2.092,2.09,2.092,36022.1,2021-11-11 19:09:59.999000064,75346.6436,163.0,28521.3,59662.6212,0
24,2021-11-11 19:10:00,2.091,2.093,2.088,2.091,61018.0,2021-11-11 19:10:59.999000064,127576.543,202.0,22030.4,46079.0184,0
25,2021-11-11 19:11:00,2.091,2.091,2.089,2.089,43684.8,2021-11-11 19:11:59.999000064,91304.0682,155.0,8416.0,17594.6809,0
26,2021-11-11 19:12:00,2.09,2.09,2.089,2.089,29386.5,2021-11-11 19:12:59.999000064,61403.6161,124.0,15217.6,31804.784,0
27,2021-11-11 19:13:00,2.089,2.089,2.087,2.087,57289.9,2021-11-11 19:13:59.999000064,119654.8593,165.0,23655.3,49412.9088,0
28,2021-11-11 19:14:00,2.087,2.091,2.087,2.091,86104.3,2021-11-11 19:14:59.999000064,179899.8977,164.0,74722.8,156135.0329,0
29,2021-11-11 19:15:00,2.09,2.091,2.089,2.09,59540.8,2021-11-11 19:15:59.999000064,124428.3633,132.0,16105.3,33663.8251,0
30,2021-11-11 19:16:00,2.089,2.09,2.088,2.088,59880.8,2021-11-11 19:16:59.999000064,125131.273,166.0,43654.2,91234.1427,0
31,2021-11-11 19:17:00,2.088,2.088,2.086,2.088,97440.5,2021-11-11 19:17:59.999000064,203360.6449,183.0,23738.4,49546.0948,0
32,2021-11-11 19:18:00,2.087,2.088,2.085,2.086,92716.4,2021-11-11 19:18:59.999000064,193393.693,170.0,19055.1,39750.706,0
33,2021-11-11 19:19:00,2.086,2.089,2.086,2.087,52019.5,2021-11-11 19:19:59.999000064,108574.0336,159.0,27746.7,57924.3314,0
34,2021-11-11 19:20:00,2.087,2.088,2.087,2.087,45641.3,2021-11-11 19:20:59.999000064,95289.7992,181.0,36406.1,76015.9368,0
35,2021-11-11 19:21:00,2.089,2.09,2.088,2.089,29981.2,2021-11-11 19:21:59.999000064,62629.9301,125.0,13285.8,27759.3128,0
36,2021-11-11 19:22:00,2.09,2.09,2.088,2.089,45074.7,2021-11-11 19:22:59.999000064,94165.194,178.0,30895.6,64549.612,0
37,2021-11-11 19:23:00,2.089,2.09,2.088,2.088,39364.2,2021-11-11 19:23:59.999000064,82213.0241,150.0,16744.1,34978.678,0
38,2021-11-11 19:24:00,2.088,2.089,2.087,2.088,26420.1,2021-11-11 19:24:59.999000064,55165.2909,152.0,11318.0,23635.168,0
39,2021-11-11 19:25:00,2.088,2.09,2.087,2.089,74032.2,2021-11-11 19:25:59.999000064,154645.25,196.0,56997.3,119064.1263,0
40,2021-11-11 19:26:00,2.089,2.089,2.088,2.088,26363.7,2021-11-11 19:26:59.999000064,55058.672,143.0,11266.4,23535.5096,0
41,2021-11-11 19:27:00,2.089,2.089,2.086,2.087,25885.7,2021-11-11 19:27:59.999000064,54039.6512,132.0,6936.6,14485.9827,0
42,2021-11-11 19:28:00,2.087,2.087,2.086,2.087,35729.2,2021-11-11 19:28:59.999000064,74554.0735,133.0,22962.3,47922.3201,0
43,2021-11-11 19:29:00,2.086,2.087,2.086,2.087,34275.8,2021-11-11 19:29:59.999000064,71516.1514,144.0,16832.6,35129.6362,0
44,2021-11-11 19:30:00,2.086,2.09,2.086,2.089,41037.6,2021-11-11 19:30:59.999000064,85678.2973,187.0,26108.8,54511.3077,0
45,2021-11-11 19:31:00,2.089,2.089,2.086,2.086,30522.2,2021-11-11 19:31:59.999000064,63704.662,184.0,15042.7,31400.6352,0
46,2021-11-11 19:32:00,2.086,2.087,2.086,2.087,19495.9,2021-11-11 19:32:59.999000064,40679.4513,109.0,11003.9,22965.1393,0
47,2021-11-11 19:33:00,2.086,2.087,2.086,2.086,31013.9,2021-11-11 19:33:59.999000064,64710.1539,142.0,15158.5,31635.7895,0
48,2021-11-11 19:34:00,2.087,2.088,2.086,2.087,31623.7,2021-11-11 19:34:59.999000064,65998.0023,169.0,13475.6,28127.7032,0
49,2021-11-11 19:35:00,2.087,2.089,2.086,2.089,83740.1,2021-11-11 19:35:59.999000064,174763.371,189.0,47267.9,98664.0262,0
50,2021-11-11 19:36:00,2.089,2.089,2.088,2.089,57297.8,2021-11-11 19:36:59.999000064,119668.5128,140.0,30706.4,64145.6696,0
51,2021-11-11 19:37:00,2.089,2.089,2.087,2.088,123041.9,2021-11-11 19:37:59.999000064,256921.5949,172.0,64594.7,134885.522,0
52,2021-11-11 19:38:00,2.088,2.089,2.086,2.086,87143.1,2021-11-11 19:38:59.999000064,181872.2521,209.0,27018.8,56394.1826,0
53,2021-11-11 19:39:00,2.086,2.087,2.083,2.085,90113.1,2021-11-11 19:39:59.999000064,187855.9195,287.0,27674.4,57709.8112,0
54,2021-11-11 19:40:00,2.084,2.085,2.084,2.085,46390.4,2021-11-11 19:40:59.999000064,96704.5186,181.0,26925.0,56138.625,0
55,2021-11-11 19:41:00,2.085,2.086,2.084,2.085,61134.5,2021-11-11 19:41:59.999000064,127450.9784,177.0,27165.4,56641.3517,0
56,2021-11-11 19:42:00,2.085,2.086,2.084,2.084,27008.1,2021-11-11 19:42:59.999000064,56309.3154,143.0,12765.3,26619.095,0
57,2021-11-11 19:43:00,2.085,2.085,2.083,2.083,37622.4,2021-11-11 19:43:59.999000064,78401.0012,162.0,14760.5,30765.1652,0
58,2021-11-11 19:44:00,2.084,2.084,2.083,2.083,37536.5,2021-11-11 19:44:59.999000064,78216.0953,172.0,27565.8,57447.1272,0
59,2021-11-11 19:45:00,2.084,2.085,2.083,2.085,51173.5,2021-11-11 19:45:59.999000064,106652.7013,154.0,47212.3,98398.6635,0
60,2021-11-11 19:46:00,2.084,2.085,2.083,2.084,53107.7,2021-11-11 19:46:59.999000064,110671.9586,155.0,21051.7,43887.2552,0
61,2021-11-11 19:47:00,2.084,2.086,2.083,2.085,56636.0,2021-11-11 19:47:59.999000064,118061.4507,192.0,18938.8,39478.5583,0
62,2021-11-11 19:48:00,2.085,2.085,2.084,2.085,13818.7,2021-11-11 19:48:59.999000064,28807.3287,95.0,9157.9,19094.2215,0
63,2021-11-11 19:49:00,2.085,2.085,2.083,2.085,41974.9,2021-11-11 19:49:59.999000064,87478.872,155.0,31242.8,65115.1201,0
64,2021-11-11 19:50:00,2.085,2.087,2.084,2.087,64952.3,2021-11-11 19:50:59.999000064,135454.5946,195.0,54900.3,114496.3622,0
65,2021-11-11 19:51:00,2.087,2.091,2.087,2.09,94433.4,2021-11-11 19:51:59.999000064,197263.0189,285.0,71496.4,149340.0208,0
66,2021-11-11 19:52:00,2.09,2.091,2.088,2.09,200348.4,2021-11-11 19:52:59.999000064,418548.4558,340.0,67709.7,141501.7996,0
67,2021-11-11 19:53:00,2.09,2.093,2.09,2.092,97599.4,2021-11-11 19:53:59.999000064,204138.6752,366.0,42429.9,88750.4472,0
68,2021-11-11 19:54:00,2.092,2.092,2.089,2.09,93926.7,2021-11-11 19:54:59.999000064,196390.4289,256.0,37466.6,78346.621,0
69,2021-11-11 19:55:00,2.09,2.093,2.089,2.093,69060.1,2021-11-11 19:55:59.999000064,144403.1542,199.0,60581.9,126682.7132,0
70,2021-11-11 19:56:00,2.092,2.095,2.092,2.095,132789.2,2021-11-11 19:56:59.999000064,278013.2026,331.0,117044.7,245055.6092,0
71,2021-11-11 19:57:00,2.094,2.095,2.092,2.093,162052.0,2021-11-11 19:57:59.999000064,339246.1481,250.0,40450.9,84697.337,0
72,2021-11-11 19:58:00,2.093,2.094,2.091,2.092,53276.0,2021-11-11 19:58:59.999000064,111454.7373,198.0,19423.4,40643.8932,0
73,2021-11-11 19:59:00,2.091,2.092,2.09,2.09,22208.1,2021-11-11 19:59:59.999000064,46431.356,145.0,9727.5,20341.5512,0
74,2021-11-11 20:00:00,2.091,2.092,2.089,2.089,77494.9,2021-11-11 20:00:59.999000064,161984.1856,284.0,50848.9,106300.9019,0
75,2021-11-11 20:01:00,2.089,2.09,2.085,2.086,285282.6,2021-11-11 20:01:59.999000064,595387.7764,318.0,61658.9,128710.0912,0
76,2021-11-11 20:02:00,2.086,2.089,2.086,2.087,42200.9,2021-11-11 20:02:59.999000064,88108.5621,175.0,23541.5,49156.1305,0
77,2021-11-11 20:03:00,2.088,2.089,2.086,2.086,111664.3,2021-11-11 20:03:59.999000064,233073.8053,229.0,69622.8,145331.0193,0
78,2021-11-11 20:04:00,2.086,2.087,2.084,2.085,70566.4,2021-11-11 20:04:59.999000064,147180.3845,265.0,33321.9,69513.5819,0
79,2021-11-11 20:05:00,2.085,2.087,2.084,2.087,49769.1,2021-11-11 20:05:59.999000064,103784.6315,255.0,43398.2,90501.7544,0
80,2021-11-11 20:06:00,2.086,2.088,2.086,2.088,24015.5,2021-11-11 20:06:59.999000064,50132.2241,153.0,16390.9,34220.547,0
81,2021-11-11 20:07:00,2.087,2.088,2.086,2.087,47109.4,2021-11-11 20:07:59.999000064,98321.634,261.0,31216.8,65159.2634,0
82,2021-11-11 20:08:00,2.087,2.087,2.085,2.087,33658.2,2021-11-11 20:08:59.999000064,70223.867,209.0,22114.3,46143.551,0
83,2021-11-11 20:09:00,2.087,2.088,2.086,2.087,37232.3,2021-11-11 20:09:59.999000064,77716.457,175.0,25044.5,52282.2422,0
84,2021-11-11 20:10:00,2.088,2.089,2.086,2.088,241371.9,2021-11-11 20:10:59.999000064,503777.4532,219.0,225674.8,471021.5409,0
85,2021-11-11 20:11:00,2.088,2.09,2.088,2.09,40568.9,2021-11-11 20:11:59.999000064,84746.7302,141.0,20624.0,43095.4098,0
86,2021-11-11 20:12:00,2.09,2.091,2.088,2.09,92373.4,2021-11-11 20:12:59.999000064,193060.4904,348.0,79980.4,167170.0377,0
87,2021-11-11 20:13:00,2.091,2.092,2.088,2.089,107287.2,2021-11-11 20:13:59.999000064,224298.8196,259.0,54233.4,113403.2022,0
88,2021-11-11 20:14:00,2.089,2.092,2.088,2.092,92106.2,2021-11-11 20:14:59.999000064,192470.192,195.0,25900.7,54133.6375,0
89,2021-11-11 20:15:00,2.091,2.092,2.09,2.091,32849.4,2021-11-11 20:15:59.999000064,68689.5048,164.0,13549.4,28338.5085,0
90,2021-11-11 20:16:00,2.091,2.092,2.09,2.092,87497.7,2021-11-11 20:16:59.999000064,182975.3882,165.0,45116.0,94355.9553,0
91,2021-11-11 20:17:00,2.091,2.091,2.088,2.089,65721.7,2021-11-11 20:17:59.999000064,137323.8164,201.0,17941.9,37492.5269,0
92,2021-11-11 20:18:00,2.089,2.089,2.087,2.088,53276.6,2021-11-11 20:18:59.999000064,111266.6796,155.0,30309.6,63312.0334,0
93,2021-11-11 20:19:00,2.087,2.088,2.085,2.086,37119.1,2021-11-11 20:19:59.999000064,77444.7534,150.0,17489.8,36492.1574,0
94,2021-11-11 20:20:00,2.085,2.086,2.082,2.082,88789.7,2021-11-11 20:20:59.999000064,185024.4156,264.0,8520.4,17756.443,0
95,2021-11-11 20:21:00,2.082,2.085,2.082,2.083,71147.9,2021-11-11 20:21:59.999000064,148206.4199,200.0,55253.2,115107.7832,0
96,2021-11-11 20:22:00,2.084,2.084,2.082,2.082,51736.5,2021-11-11 20:22:59.999000064,107772.6367,140.0,20219.2,42124.8007,0
97,2021-11-11 20:23:00,2.083,2.085,2.082,2.083,27811.4,2021-11-11 20:23:59.999000064,57936.6705,157.0,19084.6,39759.5889,0
98,2021-11-11 20:24:00,2.084,2.085,2.083,2.084,24201.4,2021-11-11 20:24:59.999000064,50453.6384,120.0,19546.2,40752.601,0
99,2021-11-11 20:25:00,2.085,2.086,2.084,2.084,30830.0,2021-11-11 20:25:59.999000064,64279.3302,149.0,22112.6,46108.1314,0
